Use->BI,0.446839738511
Use->PU,0.384796027899
BI->Use,0.349719286205
Vis->Use,0.332899767136
Exp->Use,0.329221895449
PU->BI,0.31810333664
Exp->BI,0.303503614052
Vis->BI,0.298508398341
BI->PU,0.276342793538
PU->Use,0.273345743678
Exp->PU,0.264153061044
Qu->PU,0.263661080842
Use->Exp,0.240147440927
Vis->PU,0.208746804769
Use->Vis,0.203900983904
ENJ->PU,0.19855434464
PU->ENJ,0.177687535215
PEU->ENJ,0.177515195164
Qu->BI,0.174382875755
Qu->Use,0.165305263647
PU->Qu,0.163562222018
BI->Vis,0.155916541126
Use->Qu,0.151864200076
BI->Exp,0.145706676187
Vis->Exp,0.130547661686
Qu->Vis,0.130088752173
Exp->Qu,0.126659303214
Exp->Vis,0.121643065129
BI->Qu,0.120682949021
Qu->ENJ,0.118864786797
Exp->ENJ,0.118592701001
PU->Exp,0.117480667807
Im->SA,0.113052290018
Exp->Pf,0.111228772545
Im->PU,0.107053461407
ENJ->PEU,0.102081128328
Vis->Pf,0.101407407557
PU->Vis,0.0965566001603
PEU->Vis,0.0905274111548
Use->ENJ,0.0882721124123
Qu->Exp,0.0879224035204
ENJ->Qu,0.0867168726894
SA->Im,0.0836648101866
Exp->PEU,0.0795779153444
PEU->Qu,0.0780148428806
Vis->Qu,0.0768308813114
PEU->PU,0.0743864274159
Inc->BI,0.0724566523827
Exp->SA,0.0708922738694
Vis->PEU,0.0695707008334
Im->Use,0.06866275621
BI->ENJ,0.0641932476297
SA->ENJ,0.0623860543596
PU->Im,0.0613897575069
Pf->BI,0.0599478804705
ENJ->BI,0.0598647039369
Qu->PEU,0.0578398681732
Use->Im,0.0559604380329
Pf->Exp,0.0558929614772
BI->Pf,0.0553362364632
BI->Inc,0.0545528682207
JR->Im,0.0499128255586
PEU->BI,0.0461441778769
ENJ->Exp,0.0457543023586
Vis->ENJ,0.0442029051434
Vis->Im,0.0439898465167
Im->ENJ,0.0434942522493
ENJ->SA,0.0426208830555
ENJ->Use,0.0425474626611
Im->JR,0.0424766608455
BI->Im,0.0420500227759
Pf->Vis,0.0414899510173
SA->Exp,0.0392289286449
ENJ->Im,0.0384510931719
SA->Pf,0.0370572665608
Use->Pf,0.035057521702
PU->PEU,0.0326738175415
Vis->Inc,0.0268498064881
Use->Inc,0.0262422430299
JR->SA,0.0249053011925
Use->SA,0.0241086768472
Exp->Im,0.0225345151787
PEU->Exp,0.0223200951888
BI->PEU,0.021726600089
Inc->PU,0.0204999811819
SA->PU,0.0184616430681
PU->Pf,0.0171871195325
Im->Qu,0.0156039720809
JR->BI,0.015231046634
Pf->SA,0.014557533957
Im->BI,0.0145295330584
Use->PEU,0.0132541474315
SA->PEU,0.0130173130834
SA->Qu,0.0126525078223
Im->Vis,0.0120829319409
Inc->Vis,0.0118429144929
PEU->Pf,0.00891251838618
Inc->Exp,0.00880992137062
SA->Use,0.00868122197422
Im->Exp,0.00857639341718
Inc->SA,0.00794998829043
Pf->PU,0.00744488518482
PU->SA,0.00620702994358
ENJ->Vis,0.00606773342729
BI->SA,0.00559826294716
Pf->Use,0.00480281513961
Inc->ENJ,0.00346644437629
Inc->PEU,0.00326927747341
JR->Pf,0.0029583307503
Pf->JR,0.00277901387431
Inc->Qu,-0.000146736338663
JR->ENJ,-0.000278760749802
Im->PEU,-0.000835885961995
ENJ->Inc,-0.00156343612798
Exp->Inc,-0.0022846122646
Exp->JR,-0.00303287867503
PEU->Im,-0.00354359513641
Inc->Pf,-0.00406975013222
Pf->Im,-0.00443419324573
Vis->JR,-0.00528366494337
Inc->Use,-0.00589260602568
Pf->ENJ,-0.00818474224462
Pf->PEU,-0.00827076576463
Qu->Pf,-0.00909812771608
JR->PEU,-0.0111358835481
JR->PU,-0.012517818625
PU->Inc,-0.0139622452479
JR->Qu,-0.0148430888445
JR->Exp,-0.0148989436519
Pf->Qu,-0.0160698250347
PEU->Inc,-0.0165044714371
Vis->SA,-0.0172224554014
SA->Inc,-0.0176466604674
ENJ->JR,-0.0200316180705
PEU->SA,-0.0206655195155
JR->Vis,-0.0249864691767
SA->Vis,-0.0276189739086
SA->BI,-0.0283202416147
JR->Use,-0.0287223568394
Inc->Im,-0.029277730974
PEU->JR,-0.0306327627356
Pf->Inc,-0.0327923537968
Im->Pf,-0.0331277625188
PEU->Use,-0.0354564113956
Im->Inc,-0.0402398667332
JR->Inc,-0.0450837265985
ENJ->Pf,-0.0455622486527
SA->JR,-0.0505227040081
Use->JR,-0.051020244154
PU->JR,-0.0592440310441
BI->JR,-0.0686812880976
Qu->Im,-0.0694202663881
Qu->JR,-0.0756388158963
Inc->JR,-0.0868932676303
Qu->SA,-0.0896396880624
Qu->Inc,-0.121077144162